,Price,Location,Title,Link,Date
17,"$12,500",N/A,2013 Toyota RAV4 Limited,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2013-toyota-rav4-limited/7299101409.html,Mar 29
18,"$4,900",N/A,"2003 TOYOTA TUNDRA LIMITED, VERY GOOD, CLEAN TITLE",https://losangeles.craigslist.org/lac/cto/d/los-angeles-2003-toyota-tundra-limited/7299101389.html,Mar 29
19,"$14,400",Los Angeles,2017 Chevy Express 2500,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2017-chevy-express-2500/7299101225.html,Mar 29
20,"$12,995",+ 714 Auto,2014 Toyota Camry LE,https://losangeles.craigslist.org/lgb/ctd/d/orange-2014-toyota-camry-le/7299100840.html,Mar 29
21,"$15,500",N/A,2016 Chevy Colorado LT,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2016-chevy-colorado-lt/7299100764.html,Mar 29
22,"$8,850",N/A,Range Rover HSE black 2006 107k miles excellent $8850,https://losangeles.craigslist.org/wst/cto/d/dearing-range-rover-hse-black-miles/7299100487.html,Mar 29
23,"$11,300",Tarzana,2008 Land Rover Range Rover HSE - LOW MILES - CLEAN,https://losangeles.craigslist.org/sfv/cto/d/tarzana-2008-land-rover-range-rover-hse/7299100321.html,Mar 29
24,"$3,800",Burbank,Dodge,https://losangeles.craigslist.org/sfv/cto/d/burbank-dodge/7299100073.html,Mar 29
25,"$13,950",VALLEY VILLAGE,24 Ft/Box Truck - One Owner (North Hollywood),https://losangeles.craigslist.org/lgb/cto/d/valley-village-24-ft-box-truck-one/7299099489.html,Mar 29
26,"$21,500","Toluca Lake, CA",2005 GX470 SPORT V8 4WD,https://losangeles.craigslist.org/sfv/cto/d/burbank-2005-gx470-sport-v8-4wd/7299098609.html,Mar 29
27,"$11,000",Monrovia,2002 Toyota Tacoma 4x4,https://losangeles.craigslist.org/lac/cto/d/monrovia-2002-toyota-tacoma-4x4/7299098188.html,Mar 29
28,"$4,600",South Gate,2005 Honda Accord,https://losangeles.craigslist.org/wst/cto/d/south-gate-2005-honda-accord/7299097087.html,Mar 29
29,"$7,995",+ Ride on Autos,2016 Ford Fusion SE SE 4dr Sedan,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2016-ford-fusion-se-se-4dr/7299096675.html,Mar 29
30,"$6,600",Bellflower,2013 Subaru Outback,https://losangeles.craigslist.org/wst/cto/d/bellflower-2013-subaru-outback/7299096598.html,Mar 29
31,"$1,000","Whittier, CA",2002 Subaru Legacy Outback,https://losangeles.craigslist.org/lgb/cto/d/whittier-2002-subaru-legacy-outback/7299096564.html,Mar 29
32,"$3,750",Santa Monica,4x4 Dodge Extended Cab SB,https://losangeles.craigslist.org/wst/cto/d/santa-monica-4x4-dodge-extended-cab-sb/7299095898.html,Mar 29
33,"$5,900",rancho cucamonga,1973 ford f250 XLT 2nd own camper special,https://losangeles.craigslist.org/sgv/cto/d/san-dimas-1973-ford-f250-xlt-2nd-own/7299094319.html,Mar 29
34,"$10,400",Los Angeles,2008 CHEVY TAHOE Z71,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2008-chevy-tahoe-z71/7299094251.html,Mar 29
35,"$16,000",Los angeles,2020 DODGE CHARGER SXT PLUS,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2020-dodge-charger-sxt-plus/7299093550.html,Mar 29
36,"$1,000",N/A,2010 Nissan no accidents all maintenance records,https://losangeles.craigslist.org/wst/cto/d/studio-city-2010-nissan-no-accidents/7299093495.html,Mar 29
37,"$12,950",West Los Angeles,2015 Hyundai Sonata Limited,https://losangeles.craigslist.org/wst/cto/d/los-angeles-2015-hyundai-sonata-limited/7299093257.html,Mar 29
38,"$11,000",N/A,2011 BMW 128i Grey Coupe,https://losangeles.craigslist.org/sfv/cto/d/stevenson-ranch-2011-bmw-128i-grey-coupe/7299092879.html,Mar 29
39,"$11,000",Torrance,Toyota Yaris,https://losangeles.craigslist.org/wst/cto/d/palos-verdes-peninsula-toyota-yaris/7299091856.html,Mar 29
40,"$26,500",Bixby knolls,2008 GMC Sierra 1500,https://losangeles.craigslist.org/lgb/cto/d/long-beach-2008-gmc-sierra-1500/7299091648.html,Mar 29
41,"$5,500",Gardena,GREAT CONDITION LOW MILES,https://losangeles.craigslist.org/wst/cto/d/gardena-great-condition-low-miles/7299090878.html,Mar 29
42,$500,Free tacos/ 9413 bellegrave ave. Riverside,Auction this Tuesday 6pm(warranty on cars)credit cards ok-bids star,https://losangeles.craigslist.org/lac/ctd/d/jurupa-valley-auction-this-tuesday/7299090147.html,Mar 29
43,"$6,800",South Gate,2007 Honda CRV,https://losangeles.craigslist.org/wst/cto/d/south-gate-2007-honda-crv/7299089943.html,Mar 29
44,$500,Free tacos/ 9413 bellegrave ave. Riverside,Auction this Tuesday 6pm(warranty on cars)credit cards ok-bids star,https://losangeles.craigslist.org/lac/ctd/d/jurupa-valley-auction-this-tuesday/7299089935.html,Mar 29
45,"$7,500",Downey,2010 Hyundai Santa FE,https://losangeles.craigslist.org/wst/cto/d/downey-2010-hyundai-santa-fe/7299089542.html,Mar 29
46,"$6,400",South Gate,2007 Hyundai Sonata,https://losangeles.craigslist.org/wst/cto/d/south-gate-2007-hyundai-sonata/7299089279.html,Mar 29
47,"$7,800",South Gate,2012 Toyota Camry,https://losangeles.craigslist.org/wst/cto/d/south-gate-2012-toyota-camry/7299088981.html,Mar 29
48,"$7,500",Granada Hills,2007 Chevy Silverado 1500 LT,https://losangeles.craigslist.org/sfv/cto/d/granada-hills-2007-chevy-silverado-1500/7299087613.html,Mar 29
49,"$16,495",Valencia,2019 Mini-Cooper Convertible W/Warranty,https://losangeles.craigslist.org/sfv/cto/d/valencia-2019-mini-cooper-convertible/7299087485.html,Mar 29
50,"$18,500",El Monte,"2002 Ford F650 diesel 10 foot dump truck only 34,000 original miles",https://losangeles.craigslist.org/wst/cto/d/el-monte-2002-ford-f650-diesel-10-foot/7299087434.html,Mar 29
51,"$31,000",Westwood,2015 Range Rover Sport HSE,https://losangeles.craigslist.org/wst/cto/d/los-angeles-2015-range-rover-sport-hse/7299087129.html,Mar 29
52,"$4,500",Encino,"2007 Volvo S60 2.5t low miles , excellent",https://losangeles.craigslist.org/sfv/ctd/d/encino-2007-volvo-s60-25t-low-miles/7299086985.html,Mar 29
53,"$3,400",Lakewood,2006 Buick Lucerne,https://losangeles.craigslist.org/lgb/cto/d/lakewood-2006-buick-lucerne/7299086896.html,Mar 29
54,"$2,500",All la,2007 Nissan Altima,https://losangeles.craigslist.org/wst/cto/d/bellflower-2007-nissan-altima/7299086354.html,Mar 29
55,"$34,900",N/A,2017 Mercedes GLS450 4 matic,https://losangeles.craigslist.org/sfv/cto/d/woodland-hills-2017-mercedes-gls450/7299084383.html,Mar 29
56,"$4,600",Bel Air,2007 Toyota Camry,https://losangeles.craigslist.org/wst/cto/d/los-angeles-2007-toyota-camry/7299083820.html,Mar 29
57,"$7,800",Sylmar,2014 prius,https://losangeles.craigslist.org/sfv/cto/d/sylmar-2014-prius/7299083472.html,Mar 29
58,"$10,495",+ Ride on Autos,2016 Honda Civic LX LX 4dr Sedan CVT,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2016-honda-civic-lx-lx-4dr/7299083458.html,Mar 29
59,"$11,900",N/A,2015 Chevy Volt,https://losangeles.craigslist.org/sfv/cto/d/woodland-hills-2015-chevy-volt/7299083394.html,Mar 29
60,"$8,700",los angeles,Lexus ES 350,https://losangeles.craigslist.org/lac/cto/d/los-angeles-lexus-es-350/7299083371.html,Mar 29
61,"$7,845",N/A,"Highlander Hybrid 2007 (157,000 Miles)",https://losangeles.craigslist.org/wst/cto/d/carson-highlander-hybrid-miles/7299082424.html,Mar 29
62,"$5,400",Highland Park,2015 CHEVY CRUZE,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2015-chevy-cruze/7299080784.html,Mar 29
63,"$7,900",N/A,2008 ACURA RDX Turbo,https://losangeles.craigslist.org/sgv/cto/d/baldwin-park-2008-acura-rdx-turbo/7299079264.html,Mar 29
64,"$3,000",Santa Monica,2000 BMW 528i,https://losangeles.craigslist.org/wst/cto/d/santa-monica-2000-bmw-528i/7299079067.html,Mar 29
65,"$29,000",Glendale,2015 Jeep Grand Cherokee Diesel,https://losangeles.craigslist.org/lac/cto/d/glendale-2015-jeep-grand-cherokee-diesel/7299077833.html,Mar 29
66,"$2,500",reseda,2004 ford explorer 4x4 v6,https://losangeles.craigslist.org/sfv/cto/d/valencia-2004-ford-explorer-4x4-v6/7299077126.html,Mar 29
67,"$6,500",Van Nuys,Dodge caravan,https://losangeles.craigslist.org/lac/cto/d/van-nuys-dodge-caravan/7299076914.html,Mar 29
68,"$5,900",Long Beach,2012 Ford Eacape,https://losangeles.craigslist.org/lgb/cto/d/long-beach-2012-ford-eacape/7299076831.html,Mar 29
69,"$20,000",N/A,2012 Subaru WRX,https://losangeles.craigslist.org/ant/cto/d/lancaster-2012-subaru-wrx/7299075263.html,Mar 29
70,"$1,000",Rosamond,2006 Honda Civic,https://losangeles.craigslist.org/ant/cto/d/rosamond-2006-honda-civic/7299074846.html,Mar 29
71,"$4,499",RIALTO,2012 HYUNDAI ELANTRA TOURING,https://losangeles.craigslist.org/lgb/cto/d/rialto-2012-hyundai-elantra-touring/7299073744.html,Mar 29
72,"$5,600",VAN NUYS,2009 Mazda 6,https://losangeles.craigslist.org/sfv/cto/d/van-nuys-2009-mazda/7299072796.html,Mar 29
73,"$8,900",Santa Clarita,"2013 Toyota Prius C II /w 95k miles, Well Kept, 1-Owner Clean Carfax",https://losangeles.craigslist.org/sfv/cto/d/santa-clarita-2013-toyota-prius-ii-95k/7299072297.html,Mar 29
74,"$24,999",Long Beach,2007 Toyota FJ Cruiser 4WD Low Miles,https://losangeles.craigslist.org/lgb/ctd/d/signal-hill-2007-toyota-fj-cruiser-4wd/7299071772.html,Mar 29
75,"$5,000",Bellflower,Used 2002 Cadillac Escalade for Sale,https://losangeles.craigslist.org/lac/cto/d/bellflower-used-2002-cadillac-escalade/7299070990.html,Mar 29
76,"$13,995",North Hollywood,2014 Honda Accord,https://losangeles.craigslist.org/sfv/ctd/d/north-hollywood-2014-honda-accord/7299070867.html,Mar 29
77,"$8,095",Pasadena,2016 VOLKSWAGEN JETTA TSI 1.8L TURBO,https://losangeles.craigslist.org/lac/cto/d/pasadena-2016-volkswagen-jetta-tsi-18l/7299070444.html,Mar 29
78,"$13,495",+ Ride on Autos,2011 Mercedes-Benz E 350 Luxury E 350 Luxury 4dr Sedan,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2011-mercedes-benz-350-luxury/7299068183.html,Mar 29
79,"$16,495","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2012 Dodge Ram 1500 ST - only 85K miles - Financing Available!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2012-dodge-ram-1500-st/7299067198.html,Mar 29
80,"$9,395","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2014 Subaru Impreza 2.0i AWD - Manual - One Owner - Financing!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2014-subaru-impreza-20i/7299067177.html,Mar 29
81,"$6,995","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2010 Ford Fusion SEL - Leather Seats - Bluetooth - Financing!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2010-ford-fusion-sel/7299067154.html,Mar 29
82,"$8,495","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2015 Hyundai Sonata SE - Financing! - Bad Credit OK!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2015-hyundai-sonata-se/7299067127.html,Mar 29
83,"$8,995","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2011 BMW 328i - Premium Pkg - Sport Pkg - Navigation - Financing!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2011-bmw-328i-premium-pkg/7299067107.html,Mar 29
84,"$15,995","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2002 Pontiac Firebird Trans Am - only 82K miles - Very Clean!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2002-pontiac-firebird/7299067075.html,Mar 29
85,"$12,495","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2007 Infiniti G35 - One Owner - only 58K miles - Financing Available,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2007-infiniti-g35-one/7299067044.html,Mar 29
86,"$9,495","4904 Van Nuys Blvd. Sherman Oaks, CA 91403",2014 Fiat 500L Easy - One Owner - 6 speed manual - Financing!,https://losangeles.craigslist.org/sfv/ctd/d/sherman-oaks-2014-fiat-500l-easy-one/7299067013.html,Mar 29
87,"$15,500",Canyon Country,2017 Subaru BRZ,https://losangeles.craigslist.org/sfv/cto/d/canyon-country-2017-subaru-brz/7299065954.html,Mar 29
88,"$1,400",N/A,Toyota Camry,https://losangeles.craigslist.org/lac/cto/d/los-angeles-toyota-camry/7299064667.html,Mar 29
89,"$7,900",N/A,2014 Toyota Prius C,https://losangeles.craigslist.org/sfv/cto/d/woodland-hills-2014-toyota-prius/7299064145.html,Mar 29
90,"$1,600",Los Angeles,Nissan Altima,https://losangeles.craigslist.org/lac/cto/d/los-angeles-nissan-altima/7299063519.html,Mar 29
91,"$6,500",Glendale,2003 Jaguar S-Type,https://losangeles.craigslist.org/lac/cto/d/glendale-2003-jaguar-type/7299062966.html,Mar 29
92,"$12,000",N/A,2013 Subaru Impreza,https://losangeles.craigslist.org/lgb/cto/d/long-beach-2013-subaru-impreza/7299061876.html,Mar 29
93,"$12,900",ONTARIO,2007 CHEVY SILVERADO LTZ,https://losangeles.craigslist.org/lac/cto/d/montclair-2007-chevy-silverado-ltz/7299061615.html,Mar 29
94,"$2,700",Los Angeles,Pontiac Grand Prix 2004,https://losangeles.craigslist.org/lac/cto/d/los-angeles-pontiac-grand-prix-2004/7299061569.html,Mar 29
95,"$14,999",SD,"2003 CHEVROLET SSR CONVERTIBLE 5.3L V8 PICK UP, CLASSIC, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2003-chevrolet-ssr/7299061198.html,Mar 29
96,"$4,000",Valley,2003 Jeep Liberty Sport,https://losangeles.craigslist.org/sfv/cto/d/newbury-park-2003-jeep-liberty-sport/7299060745.html,Mar 29
97,"$12,499",SD,"2015 FORD EXPLORER POLICE INTERCEPTOR COP CAR, VERY CLEAN, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2015-ford-explorer-police/7299060729.html,Mar 29
98,"$40,000",Inglewood,2006 Porsche Carrera 911 convertible,https://losangeles.craigslist.org/wst/cto/d/inglewood-2006-porsche-carrera-911/7299060483.html,Mar 29
99,"$29,999",SD,"2016 CADILLAC ATS V SEDAN TWIN TURBO, RECARO STYLE SEATS, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2016-cadillac-ats-sedan-twin/7299060397.html,Mar 29
100,"$14,900",Los angeles,"2014 HONDA ACCORD SPORT - miles : 60,000 , PRIVATE OWNER",https://losangeles.craigslist.org/sfv/cto/d/santa-fe-springs-2014-honda-accord/7299060267.html,Mar 29
101,"$9,500",Pasadena,2008 BMW xiT Twin Turbo WAGON 125K MINT,https://losangeles.craigslist.org/sgv/cto/d/altadena-2008-bmw-xit-twin-turbo-wagon/7299060099.html,Mar 29
102,"$17,999",SD,"2012 LAND ROVER RANGE ROVER EVOQUE COUPE FULLY LOADED, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2012-land-rover-range-rover/7299059777.html,Mar 29
103,"$8,800",Downtown L.A area,2012 Hyundai Genesis 3.8 premium smog passed clean title low miles,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2012-hyundai-genesis-38/7299059759.html,Mar 29
104,"$10,500",Lake Matthews,2007 Yukon Denali special order loaded,https://losangeles.craigslist.org/lgb/cto/d/perris-2007-yukon-denali-special-order/7299059648.html,Mar 29
105,"$46,999",SD,"2015 CHEVROLET CORVETTE C7 STINGRAY Z51 LT1 COMPETITION, 540HP, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2015-chevrolet-corvette-c7/7299058530.html,Mar 29
106,"$32,999",SD,"2013 BMW M6 COUPE V8 TWIN TURBO 560 HP BEAST, WRAPPED, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2013-bmw-m6-coupe-v8-twin/7299058384.html,Mar 29
107,"$34,999",SD,"2017 BMW X6 FULLY LOADED, GREAT COLOR COMBO, LOW MILES, SRT8",https://losangeles.craigslist.org/lac/cto/d/san-diego-2017-bmw-x6-fully-loaded/7299057941.html,Mar 29
108,"$11,500",Los Angeles,2012 TOYOTA PRIUS,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2012-toyota-prius/7299055578.html,Mar 29
109,"$14,800",canoga park,** 2018 Toyota COROLLA  LE truly as new in & out! LOW MILES 1 Owner,https://losangeles.craigslist.org/sfv/cto/d/canoga-park-toyota-corolla-le-truly-as/7299054912.html,Mar 29
110,"$6,700",Pasadena,2013 Honda Insight Hybrid EX,https://losangeles.craigslist.org/sgv/cto/d/pasadena-2013-honda-insight-hybrid-ex/7299054714.html,Mar 29
111,"$3,000",N/A,2007 Honda Accord 2.4L,https://losangeles.craigslist.org/sfv/cto/d/san-fernando-2007-honda-accord-24l/7299054391.html,Mar 29
112,"$7,800",N/A,2009 Honda Civic LX,https://losangeles.craigslist.org/sgv/cto/d/alhambra-2009-honda-civic-lx/7299051490.html,Mar 29
113,"$17,495",+ Ride on Autos,2013 Mercedes-Benz E 350 BlueTEC Luxury E 350 BlueTEC Luxury 4dr Sedan,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2013-mercedes-benz-350-bluetec/7299049750.html,Mar 29
114,"$24,000",West covina,2015 Mercedes Benz ML350 $24000 obo,https://losangeles.craigslist.org/lac/cto/d/west-covina-2015-mercedes-benz-ml-obo/7299049669.html,Mar 29
115,"$8,250",Manhattan Beach,***Mercedes CLK350 Cabriolet***,https://losangeles.craigslist.org/wst/cto/d/manhattan-beach-mercedes-clk350/7299049600.html,Mar 29
116,"$2,650",READY TO DRIVE CAR,2001 camry.4dr.4cyl.2021 tags smog.no mechanical problem,https://losangeles.craigslist.org/sfv/cto/d/los-angeles-2001-camry4dr4cyl2021-tags/7299049501.html,Mar 29
117,"$6,500",NORTH HOLLYWOOD CA 91601,2012 Subaru Outback 2.5i,https://losangeles.craigslist.org/sfv/ctd/d/toluca-lake-2012-subaru-outback-25i/7299049414.html,Mar 29
118,"$11,500",N/A,((( 2011 Audi S5 ))),https://losangeles.craigslist.org/sgv/cto/d/west-covina-audi-s5/7299049371.html,Mar 29
119,"$28,950",Agoura/Oak Park,2016 MBZ GLE 350 White,https://losangeles.craigslist.org/sfv/cto/d/oak-park-2016-mbz-gle-350-white/7299048970.html,Mar 29
0,"$22,500",City of industry ca,03 Kenworth T800 Roll off,https://losangeles.craigslist.org/sgv/cto/d/la-puente-03-kenworth-t800-roll-off/7299048764.html,Mar 29
1,"$6,900",Sylmar,2015 Toyota Prius,https://losangeles.craigslist.org/sfv/cto/d/sylmar-2015-toyota-prius/7299046764.html,Mar 29
2,$655,los angeles,Toyota Camry LE Clean Title 122K Miles Only Smog Certificate,https://losangeles.craigslist.org/lac/cto/d/los-angeles-toyota-camry-le-clean-title/7299046375.html,Mar 29
3,"$37,000",Porter Ranch,2019 Toyota Tacoma 4x4 Sport,https://losangeles.craigslist.org/sfv/cto/d/chatsworth-2019-toyota-tacoma-4x4-sport/7299046267.html,Mar 29
4,"$4,500",N/A,2002 BMW 530i,https://losangeles.craigslist.org/sfv/cto/d/northridge-2002-bmw-530i/7299046243.html,Mar 29
5,"$3,800",Echo park,2005 NISSAN FRONTIER XCAB 131.000 MILES  $ 3.800,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2005-nissan-frontier-xcab/7299046213.html,Mar 29
6,"$7,800",Van Nuys,2013 Ford Escape SEL (Ecoboost),https://losangeles.craigslist.org/sfv/cto/d/van-nuys-2013-ford-escape-sel-ecoboost/7299046001.html,Mar 29
7,"$40,000",San Luis Obispo,2019 Ford Transit 150 Low Roof Camper Moto Van,https://losangeles.craigslist.org/lgb/cto/d/san-luis-obispo-2019-ford-transit-150/7299045421.html,Mar 29
8,"$1,800",Los angeles ca,2006 Dodge stratus,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2006-dodge-stratus/7299043260.html,Mar 29
9,"$6,200",Los Angeles,2013 Kia Sorento,https://losangeles.craigslist.org/lac/cto/d/south-gate-2013-kia-sorento/7299040542.html,Mar 29
10,"$38,995",SUMMER SPECIALS / LOW DOWN!,2011 Ford F-250SD F250 Diesel  XLT 4D Crew Cab Long Bed4WD #35359,https://losangeles.craigslist.org/sgv/ctd/d/fontana-2011-ford-250sd-f250-diesel-xlt/7299040175.html,Mar 29
11,"$6,500",Pasadena,Mercedes Benz White S550 2007 AMG Body,https://losangeles.craigslist.org/wst/cto/d/pasadena-mercedes-benz-white-amg-body/7299039863.html,Mar 29
12,"$6,700",Los Angeles,2009 HONDA ODYSSEY,https://losangeles.craigslist.org/wst/cto/d/los-angeles-2009-honda-odyssey/7299039634.html,Mar 29
13,"$38,000",SAN GABRIEL VALLEY,FOR SALE,https://losangeles.craigslist.org/sgv/cto/d/baldwin-park-for-sale/7299039593.html,Mar 29
14,"$1,200",N/A,2001 Ford F-150 cold air power windows,https://losangeles.craigslist.org/wst/cto/d/los-angeles-2001-ford-150-cold-air/7299038032.html,Mar 29
15,"$13,500",chino hills,2005 Lexus GX 470 SUV 4x4 clean title,https://losangeles.craigslist.org/sgv/cto/d/chino-hills-2005-lexus-gx-470-suv-4x4/7299035733.html,Mar 29
16,"$13,500",N/A,2015 Accord EX-L Coupe,https://losangeles.craigslist.org/sfv/cto/d/canyon-country-2015-accord-ex-coupe/7299034919.html,Mar 29
17,"$1,680",N/A,Mercedes benz 2004,https://losangeles.craigslist.org/wst/cto/d/san-pedro-mercedes-benz-2004/7299033561.html,Mar 29
18,"$5,800",Pomona/ Diamond Bar,2004 Nissan Frontier XE King Cab 4 Cyl 5 Speed Manual Transmission,https://losangeles.craigslist.org/sgv/cto/d/pomona-2004-nissan-frontier-xe-king-cab/7299032269.html,Mar 29
19,"$5,000",Los Angeles,2001 Chevrolet Silverado Z71 4x4,https://losangeles.craigslist.org/lac/cto/d/los-angeles-2001-chevrolet-silverado/7299029943.html,Mar 29
20,"$5,900",Los Angeles,2003 Nissan frontier XE Clean Title,https://losangeles.craigslist.org/lac/cto/d/lakewood-2003-nissan-frontier-xe-clean/7299029354.html,Mar 29
21,"$17,900",los angeles,2016 TOYOTA PRIUS Hybrid 5 D,https://losangeles.craigslist.org/lgb/cto/d/long-beach-2016-toyota-prius-hybrid-d/7299027071.html,Mar 29
22,"$9,100",N/A,2007 Mercedes-Benz S550,https://losangeles.craigslist.org/lac/cto/d/beverly-hills-2007-mercedes-benz-s550/7299026793.html,Mar 29
23,"$8,400",Los Angeles,2011 Toyota RAV4 Sport 4WD Clean Title,https://losangeles.craigslist.org/lac/cto/d/bellflower-2011-toyota-rav4-sport-4wd/7299026071.html,Mar 29
24,"$8,995",+ Ride on Autos,2006 Ford Mustang V6 Deluxe V6 Deluxe 2dr Convertible,https://losangeles.craigslist.org/sfv/ctd/d/van-nuys-2006-ford-mustang-v6-deluxe-v6/7299026021.html,Mar 29
25,"$8,400",Los Angeles,2006 Honda Ridgeline RTL  All Leather Clean Title,https://losangeles.craigslist.org/lac/cto/d/lakewood-2006-honda-ridgeline-rtl-all/7299023713.html,Mar 29
26,"$3,000",Sun Valley,Sweet Ass Ride!!!,https://losangeles.craigslist.org/sfv/cto/d/sun-valley-sweet-ass-ride/7299023441.html,Mar 29
27,"$5,900",Los Angeles,2009 Toyota Camry SE Clean Title,https://losangeles.craigslist.org/lac/cto/d/south-gate-2009-toyota-camry-se-clean/7299021603.html,Mar 29
28,"$6,900",N/A,2005 Subaru Baja (Hard to Find),https://losangeles.craigslist.org/sfv/cto/d/granada-hills-2005-subaru-baja-hard-to/7299020336.html,Mar 29
29,"$33,250",Venice,2018 Jeep Grand Cherokee Limited,https://losangeles.craigslist.org/wst/cto/d/venice-2018-jeep-grand-cherokee-limited/7299020156.html,Mar 29
30,"$6,400",Los Angeles,2008 Infiniti M35x Clean Title Fully Loaded,https://losangeles.craigslist.org/lac/cto/d/bellflower-2008-infiniti-m35x-clean/7299019869.html,Mar 29
31,"$11,500",MonzaCarUsa.com 14961 Ventura Blvd Sherman Oaks,"The BEST 2012 Mercedes-Benz C 250  69,000 MILES Luxury for your money!",https://losangeles.craigslist.org/lgb/ctd/d/sherman-oaks-the-best-2012-mercedes/7299019307.html,Mar 29
