,Price,Location,Title,Link,Date
74,"$2,600",Palatine,2008 MERCURY MARINER,https://chicago.craigslist.org/chc/cto/d/palatine-2008-mercury-mariner/7298129141.html,Mar 27
75,"$27,000",Aurora,2019 CHEVROLET SILVERADO,https://chicago.craigslist.org/wcl/cto/d/aurora-2019-chevrolet-silverado/7298126630.html,Mar 27
76,"$2,650",Roselle,2002 Mazda 626,https://chicago.craigslist.org/nwc/cto/d/schaumburg-2002-mazda-626/7298126166.html,Mar 27
77,"$3,300",Jefferson Park,2000 Ford F-150,https://chicago.craigslist.org/chc/cto/d/chicago-2000-ford-150/7298124065.html,Mar 27
78,"$21,900",ECOBOOST,2015 FORD F-150 FX4,https://chicago.craigslist.org/chc/cto/d/chicago-2015-ford-150-fx4/7298121388.html,Mar 27
79,"$2,800",Bolingbrook,2007 Toyota Camry for sale,https://chicago.craigslist.org/sox/cto/d/bolingbrook-2007-toyota-camry-for-sale/7298118346.html,Mar 27
80,"$3,500",Highland Park,2002 Range Rover HSE low MILES,https://chicago.craigslist.org/nch/cto/d/highland-park-2002-range-rover-hse-low/7298115502.html,Mar 27
81,$723,][][] NO MONEY DOWN [][][,$723/mo 2017 Land Rover Range Rover Bad Credit & Zero Money Down OK,https://chicago.craigslist.org/chc/ctd/d/chicago-723-mo-2017-land-rover-range/7298113481.html,Mar 27
82,"$4,395",Lincoln Park/Gold Coast,2010 Toyota Yaris Clean Car-Fax 2-Door H.B. MPG 29City/39 Hwy,https://chicago.craigslist.org/chc/cto/d/chicago-2010-toyota-yaris-clean-car-fax/7298107607.html,Mar 27
83,"$3,300",schaumburg,"2004 Honda Accord - $3,300 (Schaumburg)",https://chicago.craigslist.org/nwc/cto/d/hoffman-estates-2004-honda-accord/7298104043.html,Mar 27
84,"$4,300",Elgin,2007 Hyundai Entourage in Galaxy Black- CLEAN!,https://chicago.craigslist.org/nwc/cto/d/elgin-2007-hyundai-entourage-in-galaxy/7298101444.html,Mar 27
85,"$5,500",Highland Park,"2008 Acura TL, 174k, automatic, well maintained",https://chicago.craigslist.org/nch/cto/d/highland-park-2008-acura-tl-174k/7298099857.html,Mar 27
86,"$3,100",+ First Marshall Auto Auction,2010 Honda Accord Sdn EX-L -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2010-honda-accord-sdn-ex-auction/7298097175.html,Mar 27
87,"$6,800",SOUTH SUBURBS/SOUTH CHICAGO,2006 HONDA RIDGELINE RTL AWD,https://chicago.craigslist.org/sox/cto/d/chicago-2006-honda-ridgeline-rtl-awd/7298092609.html,Mar 27
88,"$10,000","Gurnee, Il",2012 Honda Ridgeline,https://chicago.craigslist.org/nch/cto/d/gurnee-2012-honda-ridgeline/7298090688.html,Mar 27
89,"$8,850",Windy City Motors,2015 Ford Fiesta SSedan PRICED TO SELL!,https://chicago.craigslist.org/chc/ctd/d/chicago-2015-ford-fiesta-ssedan-priced/7298088764.html,Mar 27
90,"$6,400",Norwood Park,"2003 Mustang GT 5spd premium only 62,000 original miles",https://chicago.craigslist.org/nch/cto/d/chicago-2003-mustang-gt-5spd-premium/7298087465.html,Mar 27
91,"$1,200",+ First Marshall Auto Auction,2000 Ford Mustang Base -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2000-ford-mustang-base-auction/7298086592.html,Mar 27
92,"$4,500",Chicago,2006 Mercury Mountaineer,https://chicago.craigslist.org/chc/cto/d/chicago-2006-mercury-mountaineer/7298082615.html,Mar 27
93,"$8,000",N/A,2010 volkswagen new beetle only 62k!!,https://chicago.craigslist.org/chc/cto/d/northbrook-2010-volkswagen-new-beetle/7298082375.html,Mar 27
94,"$3,600",Joliet,2003 Acura CL type 6 speed manual,https://chicago.craigslist.org/chc/cto/d/joliet-2003-acura-cl-type-speed-manual/7298075891.html,Mar 27
95,"$2,400",Chicago,2004 Honda Odissey,https://chicago.craigslist.org/wcl/cto/d/chicago-2004-honda-odissey/7298075511.html,Mar 27
96,"$2,300",+ First Marshall Auto Auction,2005 Cadillac Escalade 1500 (1/2 ton) -Auction Pricing 🔥,https://chicago.craigslist.org/chc/ctd/d/dolton-2005-cadillac-escalade-ton/7298075230.html,Mar 27
97,"$1,200",Lansing,Chevrolet cobalt,https://chicago.craigslist.org/sox/cto/d/lansing-chevrolet-cobalt/7298074281.html,Mar 27
98,"$4,400",Oak Brook,2004 Lexus LS430,https://chicago.craigslist.org/wcl/cto/d/oak-brook-2004-lexus-ls430/7298073502.html,Mar 27
99,"$3,750",Naperville,Toyota Corolla LE 2003 Automatic 102k miles runs perfect,https://chicago.craigslist.org/wcl/ctd/d/naperville-toyota-corolla-le-2003/7298072610.html,Mar 27
100,"$2,950",N/A,2002 Acura TL 3.2,https://chicago.craigslist.org/sox/cto/d/hazel-crest-2002-acura-tl-32/7298070801.html,Mar 27
101,"$6,599",Chicago,2008 VOLKSWAGEN GTI HATCHBACK 2 DOOR,https://chicago.craigslist.org/chc/cto/d/chicago-2008-volkswagen-gti-hatchback/7298069717.html,Mar 27
102,"$3,800",Chicago,Mechanic Owned 2007 Dodge Caliber R/T Four Cyl-Sunroof-Heated Seats,https://chicago.craigslist.org/chc/cto/d/chicago-mechanic-owned-2007-dodge/7298067300.html,Mar 27
103,"$2,800",Lincoln Square,2010 Volkswagen Jetta 2.5,https://chicago.craigslist.org/chc/cto/d/chicago-2010-volkswagen-jetta-25/7298066959.html,Mar 27
104,$500,LITTLE TO NO MONEY NEEDED!!,NO CREDIT!!BAD CREDIT!!,https://chicago.craigslist.org/nwc/ctd/d/elmhurst-no-creditbad-credit/7298066207.html,Mar 27
105,"$2,500",Chicago,Dodge Dakota sport quad cab awd  2004,https://chicago.craigslist.org/chc/cto/d/chicago-dodge-dakota-sport-quad-cab-awd/7298065942.html,Mar 27
106,"$5,400",Lombard,"2006 LEXUS ES 300 ONE OWNER,LOW MILES",https://chicago.craigslist.org/nwc/cto/d/lombard-2006-lexus-es-300-one-ownerlow/7298064907.html,Mar 27
107,"$2,950",N/A,2007 Mercury Montego,https://chicago.craigslist.org/sox/cto/d/hazel-crest-2007-mercury-montego/7298064254.html,Mar 27
108,"$7,999",Chicago,2012 Buick Verano,https://chicago.craigslist.org/chc/cto/d/chicago-2012-buick-verano/7298064184.html,Mar 27
109,"$5,750",Carpentersville,Seal Coat Truck & Crafco Rig,https://chicago.craigslist.org/nwc/cto/d/dundee-seal-coat-truck-crafco-rig/7298063844.html,Mar 27
110,"$1,500",+ First Marshall Auto Auction,2006 Hyundai Tiburon GS -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2006-hyundai-tiburon-gs-auction/7298062823.html,Mar 27
111,"$3,200",Chicago,Nissan Sentra SE-R 2008 6SPEED,https://chicago.craigslist.org/chc/cto/d/chicago-nissan-sentra-se-speed/7298062728.html,Mar 27
112,"$14,000",Mount Prospect,2008 Audi A3 Rare 3.2 SLine,https://chicago.craigslist.org/nwc/cto/d/mount-prospect-2008-audi-a3-rare-32/7298056757.html,Mar 27
113,"$8,100",Naperville,Hummer H3,https://chicago.craigslist.org/nwc/cto/d/naperville-hummer-h3/7298053836.html,Mar 27
114,"$1,500",Chicago,Pontiac Grand am GT 2005,https://chicago.craigslist.org/chc/cto/d/chicago-pontiac-grand-am-gt-2005/7298053663.html,Mar 27
115,"$8,200",Long Grove,"2003 Cadillac CTS, very low miles 34k!",https://chicago.craigslist.org/nwc/cto/d/buffalo-grove-2003-cadillac-cts-very/7298050183.html,Mar 27
116,"$1,900",+ First Marshall Auto Auction,2004 Chevrolet Chevy Silverado 1500 1500 -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2004-chevrolet-chevy-silverado/7298049364.html,Mar 27
117,$818,][][] NO MONEY DOWN [][][,$818/mo 2019 Ram 2500 Bad Credit & 0 Money Down OK,https://chicago.craigslist.org/wcl/ctd/d/wheaton-818-mo-2019-ram-2500-bad-credit/7298048568.html,Mar 27
118,"$1,700",Chicago,Ford focus 2007,https://chicago.craigslist.org/chc/cto/d/chicago-ford-focus-2007/7298047654.html,Mar 27
119,"$27,850",Windy City Motors,2018 Ford F150 F 150 F-150 XL 4x2SuperCab 4 x 2 SuperCab 4-x-2-SuperCa,https://chicago.craigslist.org/chc/ctd/d/chicago-2018-ford-f150-150-150-xl/7298045903.html,Mar 27
0,"$3,500",NW suburbs,2008 Saab 9-5 Wagon,https://chicago.craigslist.org/chc/cto/d/barrington-2008-saab-5-wagon/7298044547.html,Mar 27
1,"$6,000",Palatine,Honda Element for sale,https://chicago.craigslist.org/nwc/cto/d/palatine-honda-element-for-sale/7298042385.html,Mar 27
2,"$4,750",Des Plaines,***Mechanic Special*** 2004 GMC Yukon XL Denali,https://chicago.craigslist.org/nwc/cto/d/des-plaines-mechanic-special-2004-gmc/7298039428.html,Mar 27
3,"$3,500",Naperville,Scion XB Hatchback 4D,https://chicago.craigslist.org/wcl/cto/d/naperville-scion-xb-hatchback-4d/7298038308.html,Mar 27
4,"$13,450",N/A,Toyota Camry LE,https://chicago.craigslist.org/chc/cto/d/chicago-toyota-camry-le/7298037320.html,Mar 27
5,"$2,400",+ First Marshall Auto Auction,2009 Saturn Outlook XE -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2009-saturn-outlook-xe-auction/7298036872.html,Mar 27
6,"$5,999",+ I-80 Auto Sales,2009 Volvo S80 3.2 4dr Sedan,https://chicago.craigslist.org/chc/ctd/d/markham-2009-volvo-dr-sedan/7298036675.html,Mar 27
7,"$2,300",+ First Marshall Auto Auction,2009 Nissan Altima 2.5 -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2009-nissan-altima-25-auction/7298034693.html,Mar 27
8,"$20,000",New Lenox,2016 Cadillac SRX Luxury SUV AWD,https://chicago.craigslist.org/sox/cto/d/new-lenox-2016-cadillac-srx-luxury-suv/7298031472.html,Mar 27
9,"$3,900",Lemont,2014 Mitsubishi Lancer Sportback,https://chicago.craigslist.org/sox/cto/d/lemont-2014-mitsubishi-lancer-sportback/7298029583.html,Mar 27
10,"$3,700",+ First Marshall Auto Auction,2012 Chevrolet Chevy Volt -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2012-chevrolet-chevy-volt/7298025871.html,Mar 27
11,"$2,700",Mt prospect,2002 chevy impala,https://chicago.craigslist.org/nwc/cto/d/mount-prospect-2002-chevy-impala/7298020828.html,Mar 27
12,"$1,600",+ First Marshall Auto Auction,2002 Chevrolet Chevy Silverado 1500 1500 -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2002-chevrolet-chevy-silverado/7298018849.html,Mar 27
13,"$3,800",SOUTH SUBURBS/SOUTH CHICAGO,2003 CHEVROLET TAHOE Z71 4WD,https://chicago.craigslist.org/sox/cto/d/chicago-2003-chevrolet-tahoe-z71-4wd/7298016023.html,Mar 27
14,"$2,600",+ First Marshall Auto Auction,2007 Jeep Commander Sport -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2007-jeep-commander-sport/7298014188.html,Mar 27
15,"$2,977",SATURN ION WWW.YOURCHOICEAUTOS.COM,2007 SATURN ION / 07 CADILLAC CTS / 06 HONDA ACCORD / 09 TOYOTA CAMRY,https://chicago.craigslist.org/sox/ctd/d/2007-saturn-ion-07-cadillac-cts-06/7298013270.html,Mar 27
16,"$13,999","FORD F350 WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2004 FORD F350 DIESEL 4X4 SNOW PLOW DUMP COMMERCIAL TRUCK B01742,https://chicago.craigslist.org/nch/ctd/d/waukegan-2004-ford-f350-diesel-4x4-snow/7298010930.html,Mar 27
17,"$12,900",Crystal Lake,2014 Ford E-450 15 Passenger Shuttle Bus,https://chicago.craigslist.org/nwi/ctd/d/lake-in-the-hills-2014-ford-passenger/7298008657.html,Mar 27
18,"$5,800",OakLawn,2006 Acura RL tech package,https://chicago.craigslist.org/chc/cto/d/oak-lawn-2006-acura-rl-tech-package/7298008557.html,Mar 27
19,"$10,900",Chicago Illinois,2012 HONDA PILOT TOURING,https://chicago.craigslist.org/chc/cto/d/chicago-2012-honda-pilot-touring/7298008294.html,Mar 27
20,"$1,076",][][] NO MONEY DOWN [][][,$1076/mo 2020 Mercedes-Benz S-Class Bad Credit & Zero Money Down OK,https://chicago.craigslist.org/chc/ctd/d/posen-1076-mo-2020-mercedes-benz-class/7298007401.html,Mar 27
21,"$4,500",Campton Hills,2007 Audi A4 Quatro,https://chicago.craigslist.org/wcl/cto/d/saint-charles-2007-audi-a4-quatro/7298006280.html,Mar 27
22,"$13,999","FORD F450 WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2002 FORD F450 DIESEL 4X4 DUMP COMMERCIAL TRUCK HEAVY DUTY B01742,https://chicago.craigslist.org/nch/ctd/d/waukegan-2002-ford-f450-diesel-4x4-dump/7298005599.html,Mar 27
23,"$6,700",Addison,2013 Subaru Frester,https://chicago.craigslist.org/wcl/cto/d/addison-2013-subaru-frester/7298005400.html,Mar 27
24,"$1,700",+ First Marshall Auto Auction,2004 BMW 3 Series 325i -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2004-bmw-series-325i-auction/7298002688.html,Mar 27
25,"$1,800",+ First Marshall Auto Auction,2009 Toyota Prius NHW20L -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2009-toyota-prius-nhw20l-auction/7298002544.html,Mar 27
26,"$20,967",+ Liberty Chrysler Jeep Dodge  Ram,2019 Subaru Crosstrek 2.0i Premium Financing Options Available!!!,https://chicago.craigslist.org/nch/ctd/d/libertyville-2019-subaru-crosstrek-20i/7298002527.html,Mar 27
27,"$19,999",FORD F-550 WWW.YOURCHOICEAUTOS.COM,2008 FORD F-550 V10 4X4 48K CRANE / UTILITY SERVICE TRUCK E03572,https://chicago.craigslist.org/nch/ctd/d/waukegan-2008-ford-550-v10-4x4-48k/7298001741.html,Mar 27
28,"$5,100",Bedford Park,"2006 Volvo Xc90, 2.5T,AWD",https://chicago.craigslist.org/sox/cto/d/chicago-2006-volvo-xc90-25tawd/7298000398.html,Mar 27
29,"$6,100",Addison,"2012 Ford Taurus SEL - One Owner, Fully Serviced!",https://chicago.craigslist.org/nwc/cto/d/addison-2012-ford-taurus-sel-one-owner/7297999966.html,Mar 27
30,"$17,977","FORD E350SD WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2014 FORD E350SD CARGO COMMERCIAL VAN ROOF RACK 97K A50795,https://chicago.craigslist.org/sox/ctd/d/2014-ford-e350sd-cargo-commercial-van/7297999714.html,Mar 27
31,"$12,999","CHEVROLET EXPRESS LT 3500 WWW.YOURCHOICEAUTOS.COM CHICAGO, I",2014 CHEVROLET EXPRESS LT 3500 12-PASSENGER COMMERCIAL VAN 199615,https://chicago.craigslist.org/sox/ctd/d/2014-chevrolet-express-lt-passenger/7297999318.html,Mar 27
32,"$5,700",Addison,2013 Volkswagen Jetta,https://chicago.craigslist.org/nwc/cto/d/addison-2013-volkswagen-jetta/7297999270.html,Mar 27
33,"$12,900",Crystal Lake,2014 Ford E-450 15 Passenger Shuttle Bus,https://chicago.craigslist.org/chc/ctd/d/lake-in-the-hills-2014-ford-passenger/7297999140.html,Mar 27
34,"$7,999","FORD E150 WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2012 FORD E150 CARGO COMMERCIAL VAN SHELVES HUGE SPACE A60776,https://chicago.craigslist.org/nwc/ctd/d/2012-ford-e150-cargo-commercial-van/7297999079.html,Mar 27
35,"$14,999","FORD E350SD WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2013 FORD E350SD CARGO COMMERCIAL VAN HUGE SPACE A20833,https://chicago.craigslist.org/nwc/ctd/d/2013-ford-e350sd-cargo-commercial-van/7297998780.html,Mar 27
36,"$12,995",MICHIGAN CITY,2012 GMC SIERRA SLE 4X4,https://chicago.craigslist.org/sox/ctd/d/michigan-city-2012-gmc-sierra-sle-4x4/7297997041.html,Mar 27
37,"$9,873",MICHIGAN CITY,2015 CHEVROLET MALIBU LTZ,https://chicago.craigslist.org/sox/ctd/d/michigan-city-2015-chevrolet-malibu-ltz/7297995770.html,Mar 27
38,"$22,287",MICHIGAN CITY,2016 FORD EXPLORER PLATINUM,https://chicago.craigslist.org/nwi/ctd/d/michigan-city-2016-ford-explorer/7297994967.html,Mar 27
39,"$6,499",HYUNDAI SANTA FE WWW.YOURCHOICEAUTOS.COM,09-15 HYUNDAI SANTA FE / TUCSON/ 14 DODGE JOURNEY/12 TOYOTA HIGHLANDER,https://chicago.craigslist.org/nwc/ctd/d/hyundai-santa-fe-tucson-14-dodge/7297993954.html,Mar 27
40,"$9,999","FORD E250 WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2012 FORD E250 CARGO COMMERCIAL VAN SHELVES HUGE SPACE A35377,https://chicago.craigslist.org/nwc/ctd/d/2012-ford-e250-cargo-commercial-van/7297992137.html,Mar 27
41,"$13,950",Windy City Motors,2013 Cadillac ATS 3.6L 3.6 L 3.6-L Luxury AWDSedan PRICED TO SELL!,https://chicago.craigslist.org/chc/ctd/d/chicago-2013-cadillac-ats-36l-36-36/7297991433.html,Mar 27
42,"$8,500",Somonauk illinois,Volkswagen convertible,https://chicago.craigslist.org/wcl/cto/d/seneca-volkswagen-convertible/7297991138.html,Mar 27
43,"$7,985",Downers Grove,"2013 Nissan Cube 60,205 miles",https://chicago.craigslist.org/wcl/ctd/d/downers-grove-2013-nissan-cube-miles/7297989432.html,Mar 27
44,$500,ELMHURST,2016 CHEVY IMPALA!! LOADED!! NO CREDIT!!,https://chicago.craigslist.org/nwc/ctd/d/elmhurst-2016-chevy-impala-loaded-no/7297989010.html,Mar 27
45,"$3,900",+ First Marshall Auto Auction,2013 Dodge Dart SE -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2013-dodge-dart-se-auction/7297986991.html,Mar 27
46,"$7,000",la grange,semi truck volvo vnl 670 D12 engine for sale,https://chicago.craigslist.org/chc/cto/d/la-grange-semi-truck-volvo-vnl-670-d12/7297985079.html,Mar 27
47,"$19,999",FORD F-550 WWW.YOURCHOICEAUTOS.COM,2009 FORD F-550 SUPER DUTY V8 TURBO DIESEL 1OWNER CRANE TRUCK A24153,https://chicago.craigslist.org/nch/ctd/d/waukegan-2009-ford-550-super-duty-v8/7297984463.html,Mar 27
48,"$15,995","HEBRON, IN",2014 FORD FUSION TITANIUM AWD,https://chicago.craigslist.org/nwi/ctd/d/hebron-2014-ford-fusion-titanium-awd/7297984374.html,Mar 27
49,"$4,495",N/A,2009 Ford Escape,https://chicago.craigslist.org/nwc/ctd/d/elgin-2009-ford-escape/7297982626.html,Mar 27
50,"$13,995",Elmhurst,2012 Mercedes E350 4Matic,https://chicago.craigslist.org/wcl/ctd/d/elmhurst-2012-mercedes-e350-4matic/7297982597.html,Mar 27
51,"$1,500",+ First Marshall Auto Auction,2001 Toyota Tundra Ltd -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2001-toyota-tundra-ltd-auction/7297981706.html,Mar 27
52,"$4,300",Plainfield,2008 chevy truck,https://chicago.craigslist.org/chc/cto/d/plainfield-2008-chevy-truck/7297980803.html,Mar 27
53,"$19,999",Ford F-450 WWW.YOURCHOICEAUTOS.COM,2008 FORD F450 V8 TURBO DIESEL 1OWNER FLATBED /COMMERCIAL TRUCK A03073,https://chicago.craigslist.org/nch/ctd/d/waukegan-2008-ford-f450-v8-turbo-diesel/7297977328.html,Mar 27
54,"$22,985",Downers Grove,"2012 Infiniti QX56 87,301 miles",https://chicago.craigslist.org/wcl/ctd/d/downers-grove-2012-infiniti-qx-miles/7297976659.html,Mar 27
55,"$1,700",+ First Marshall Auto Auction,2010 Chevrolet Chevy Cobalt LT w/1LT -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2010-chevrolet-chevy-cobalt-lt/7297973606.html,Mar 27
56,"$6,600",Hodkins IL,Ford E250 Ecoline,https://chicago.craigslist.org/sox/cto/d/la-grange-ford-e250-ecoline/7297972982.html,Mar 27
57,"$19,999",TOYOTA SIENNA  WWW.YOURCHOICEAUTOS.COM,2016 TOYOTA SIENNA 3ROW HANDICAP MOBILITY VAN WHEELCHAIR RAMP 694853,https://chicago.craigslist.org/nch/ctd/d/waukegan-2016-toyota-sienna-3row/7297972186.html,Mar 27
58,"$3,499",VOLKSWAGEN NEW BEETLE WWW.YOURCHOICEAUTOS.COM,2003 VW NEW BEETLE / 2004 CHEVY MALIBU MAXX / 2008 HONDA FIT,https://chicago.craigslist.org/sox/ctd/d/2003-vw-new-beetle-2004-chevy-malibu/7297966174.html,Mar 27
59,"$13,500",batavia,"hyundai santa fe sport for sale, excellent condition",https://chicago.craigslist.org/wcl/cto/d/batavia-hyundai-santa-fe-sport-for-sale/7297965899.html,Mar 27
60,"$6,999",+ I-80 Auto Sales,2008 Lexus RX 350 Base 4dr SUV,https://chicago.craigslist.org/chc/ctd/d/markham-2008-lexus-rx-350-base-4dr-suv/7297965765.html,Mar 27
61,"$14,000",*2014* *Subaru* *XV* *Crosstrek* *2.0i* *Limited* *!!Bad,"2014 Subaru XV Crosstrek 2.0i Limited !!Bad Credit, No Credit? NO PROBLEM!!",https://chicago.craigslist.org/chc/ctd/d/waukegan-2014-subaru-xv-crosstrek-20i/7297965591.html,Mar 27
62,"$14,500","*2014* *Subaru* *Outback* *2.5i* *!!Bad* *Credit,* *No*","2014 Subaru Outback 2.5i !!Bad Credit, No Credit? NO PROBLEM!!",https://chicago.craigslist.org/chc/ctd/d/waukegan-2014-subaru-outback-25i-bad/7297965501.html,Mar 27
63,"$19,250",NW Suburbs,2011 Jeep Wrangler 4WD 2dr Sahara HardTop,https://chicago.craigslist.org/wcl/cto/d/libertyville-2011-jeep-wrangler-4wd-2dr/7297964517.html,Mar 27
64,"$10,500",Burbank,2011 Mercedes Benz sprinter 2500 Highroof 170 wheel base,https://chicago.craigslist.org/chc/cto/d/burbank-2011-mercedes-benz-sprinter/7297964393.html,Mar 27
65,"$3,000",chicago,2000 Honda CR-V SE 4WD 4-Speed Automatic,https://chicago.craigslist.org/chc/ctd/d/chicago-2000-honda-cr-se-4wd-speed/7297964308.html,Mar 27
66,"$1,800",+ First Marshall Auto Auction,2003 BMW X5 3.0i -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2003-bmw-x5-30i-auction-pricing/7297962294.html,Mar 27
67,"$2,999","Chicago, Il",2004 Toyota Solara SE Coupe 2D,https://chicago.craigslist.org/sox/cto/d/chicago-2004-toyota-solara-se-coupe-2d/7297961180.html,Mar 27
68,"$9,995",HIGHLAND,2014 JEEP PATRIOT LATITUDE * Heated Seats * 90 DAY WARRANTY***,https://chicago.craigslist.org/nwi/ctd/d/highland-2014-jeep-patriot-latitude/7297958568.html,Mar 27
69,"$1,000","3MONTHS ON JOB, 1200 MONTHLY INCOME","🚨IF YOU REALLY NEED A CAR, BUT DONT WNT YOUR TIME WASTED CALL NOW",https://chicago.craigslist.org/chc/ctd/d/chicago-if-you-really-need-car-but-dont/7297958431.html,Mar 27
70,"$31,200",Nationwide Delivery - We Are Here To Help,2018 Tesla Model 3 Base Nola Autos,https://chicago.craigslist.org/chc/ctd/d/gretna-2018-tesla-model-base-nola-autos/7297957769.html,Mar 27
71,"$10,500",Chicago,Nissan Altima 2015 2.5 SL 78k miles,https://chicago.craigslist.org/chc/cto/d/chicago-nissan-altima-sl-78k-miles/7297957522.html,Mar 27
72,"$4,500",+ First Marshall Auto Auction,2012 Buick LaCrosse Premium 3 -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2012-buick-lacrosse-premium/7297957466.html,Mar 27
73,"$7,999","CHEVROLET EXPRESS 1500 WWW.YOURCHOICEAUTOS.COM CHICAGO, IL",2010 CHEVROLET EXPRESS 1500 CARGO COMMERCIAL VAN SHELVES 177663,https://chicago.craigslist.org/sox/ctd/d/2010-chevrolet-express-1500-cargo/7297957098.html,Mar 27
74,"$6,995",HIGHLAND,2014 NISSAN SENTRA SL *Bluetooth *Camera *Navi *90 Day Warranty***,https://chicago.craigslist.org/nwi/ctd/d/highland-2014-nissan-sentra-sl/7297955106.html,Mar 27
75,"$16,105",CALL 847-893-0649 FOR AVAILABILITY,2017 VW Volkswagen Tiguan 2.0T 4MOTION hatchback Deep Black Pearl,https://chicago.craigslist.org/chc/ctd/d/springfield-2017-vw-volkswagen-tiguan/7297951989.html,Mar 27
76,"$5,500",SOUTH CHICAGOLAND,2010 FORD FUSION SEL,https://chicago.craigslist.org/sox/cto/d/richton-park-2010-ford-fusion-sel/7297951516.html,Mar 27
77,$629,CREDIT SCORE DOESN'T MATTER,Get a 2016 BMW M4 for $629/mo BAD CREDIT NO PROBLEM,https://chicago.craigslist.org/nch/ctd/d/highwood-get-2016-bmw-m4-for-629-mo-bad/7297951396.html,Mar 27
78,"$24,677",+ Liberty Chrysler Jeep Dodge  Ram,2018 Subaru Outback 2.5i Limited Financing Options Available!!!,https://chicago.craigslist.org/nch/ctd/d/libertyville-2018-subaru-outback-25i/7297949407.html,Mar 27
79,"$36,104",CALL 847-893-0649 FOR AVAILABILITY,2019 VW Volkswagen Atlas 3.6L V6 SEL 4MOTION hatchback Deep Black,https://chicago.craigslist.org/chc/ctd/d/springfield-2019-vw-volkswagen-atlas/7297946647.html,Mar 27
80,"$28,500",Crest Hill,Dry Van Trailer 53',https://chicago.craigslist.org/wcl/cto/d/crest-hill-dry-van-trailer-53/7297947483.html,Mar 27
81,"$28,477",CALL 630-425-8631 FOR AVAILABILITY,2017 Ford Explorer XLT suv Quartz,https://chicago.craigslist.org/chc/ctd/d/valparaiso-2017-ford-explorer-xlt-suv/7297946573.html,Mar 27
82,"$45,990",TOUCHLESS DELIVERY TO YOUR HOME,2020 Buick Enclave Premium Sport Utility 4D suv Black - FINANCE ONLINE,https://chicago.craigslist.org/nwc/ctd/d/park-ridge-2020-buick-enclave-premium/7297946610.html,Mar 27
83,"$19,999",CHEVY EXPRESS LS3500  WWW.YOURCHOICEAUTOS.COM,2018 CHEVY EXPRESS LS3500 80K 1OWNER 12-PASSENGER VAN CD KEYLES 238375,https://chicago.craigslist.org/nch/ctd/d/waukegan-2018-chevy-express-ls-1owner/7297946584.html,Mar 27
84,"$49,901",CALL 847-893-0649 FOR AVAILABILITY,2018 GMC Yukon 4WD 4dr Denali hatchback White Frost Tricoat,https://chicago.craigslist.org/chc/ctd/d/springfield-2018-gmc-yukon-4wd-4dr/7297946520.html,Mar 27
85,"$39,900","Chips Trucks, LLC",2018 Ford Expedition XLT Sport Utility 4D 4 D 4-D PRICED TO SELL!,https://chicago.craigslist.org/nch/ctd/d/grayslake-2018-ford-expedition-xlt/7297942824.html,Mar 27
86,"$2,500",Hinsdale,BMW 535XI AS IS,https://chicago.craigslist.org/wcl/cto/d/hinsdale-bmw-535xi-as-is/7297941744.html,Mar 27
87,"$17,590",TOUCHLESS DELIVERY TO YOUR HOME,2020 Hyundai Accent SE Sedan 4D sedan Red - FINANCE ONLINE,https://chicago.craigslist.org/nwc/ctd/d/park-ridge-2020-hyundai-accent-se-sedan/7297941050.html,Mar 27
88,$900,+ First Marshall Auto Auction,2001 Ford Escape XLS -Auction Pricing ,https://chicago.craigslist.org/chc/ctd/d/dolton-2001-ford-escape-xls-auction/7297940797.html,Mar 27
89,"$1,700",+ First Marshall Auto Auction,2006 Nissan Murano S -Auction Pricing ,https://chicago.craigslist.org/nch/ctd/d/dolton-2006-nissan-murano-auction/7297940720.html,Mar 27
90,"$12,500",Chicago,BMW 2013 X3 **Excellent Condition**,https://chicago.craigslist.org/chc/cto/d/chicago-bmw-2013-x3-excellent-condition/7297938215.html,Mar 27
