,Price,Location,Title,Link,Date
32,"$48,991",San Leandro,2015 Chevrolet Corvette Stingray ~ L@@K ~ Only 2K Miles ~ Maimi Blue ~,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2015-chevrolet-corvette/7299099672.html,Mar 29
33,"$36,991",San Leandro,2016 Porsche Cayenne ~ L@@K ~ Fully Loaded ~ Like New ~ We Finance ~ C,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2016-porsche-cayenne-lk/7299099669.html,Mar 29
34,"$46,991",San Leandro,2018 BMW 5 Series M550i xDrive ~ One CA Owner ~ White/BLK ~ We Finan,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2018-bmw-series-m550i/7299099658.html,Mar 29
35,"$22,991",San Leandro,2013 Chevrolet Suburban 1500 LT ~ L@@K ~ Z71 PKG ~ Fully Loaded ~ We F,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2013-chevrolet-suburban/7299099627.html,Mar 29
36,"$12,591",San Leandro,2013 MINI Cooper Hardtop S ~ L@@K ~ Sporty ~ 46K Miles ~ BLK/BLK ~ We,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2013-mini-cooper-hardtop-lk/7299099601.html,Mar 29
37,"$12,997",San Leandro,2009 Honda CR-V EX-L ~ L@@K ~ Navi ~ Low Miles ~ We Finance ~ Call,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2009-honda-cr-ex-lk-navi/7299099582.html,Mar 29
38,"$19,591",San Leandro,2016 Nissan Pathfinder SV ~ L@@K ~ Only 49K Miles ~ We Finance ~ Famil,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2016-nissan-pathfinder-sv/7299099573.html,Mar 29
39,"$19,991",San Leandro,2017 Ford Expedition EL XLT ~ L@@K ~ BLK/BLK ~ We Finance ~ Family Siz,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2017-ford-expedition-el-xlt/7299099564.html,Mar 29
40,"$29,991",San Leandro,2016 Toyota Highlander Limited ~ One CA Owner ~ White Pearl On Ebony ~,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2016-toyota-highlander/7299099556.html,Mar 29
41,"$22,991",San Leandro,2019 Toyota Camry SE ~ L@@K ~ Best Buy ~ White/BLK ~ We Finance ~ Ca,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2019-toyota-camry-se-lk/7299099554.html,Mar 29
42,"$36,991",San Leandro,2016 Chevrolet Silverado 1500 Crew Cab LT 4WD ~ L@@K ~ Lifted ~ Upgrad,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2016-chevrolet-silverado/7299099547.html,Mar 29
43,"$18,991",San Leandro,2017 Honda Accord Sedan Sport ~ L@@K ~ 6Spd ~ Red/BLK ~ We Finance ~ C,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2017-honda-accord-sedan/7299099531.html,Mar 29
44,"$9,991",San Leandro,2016 Nissan Versa ~ L@@K ~ 1 CA Owner ~ Gas Saver ~ We Finance ~ Cal,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2016-nissan-versa-lk-ca/7299099532.html,Mar 29
45,"$33,991",San Leandro,2017 Lexus IS IS300 ~ L@@K ~ 1 Owner ~ F Sport ~ Blue/RED ~ We F,https://sfbay.craigslist.org/eby/ctd/d/san-leandro-2017-lexus-is-is300-lk/7299099413.html,Mar 29
46,"$3,999",N/A,2012 Nissan Leaf SL,https://sfbay.craigslist.org/eby/ctd/d/fremont-2012-nissan-leaf-sl/7299098798.html,Mar 29
47,"$5,000",santa clara,2007 Ford Mustang LOW MILES,https://sfbay.craigslist.org/sby/cto/d/santa-clara-2007-ford-mustang-low-miles/7299098787.html,Mar 29
48,"$11,500",san jose south,Ford F-350 diesel truck utility bed,https://sfbay.craigslist.org/sby/cto/d/san-jose-ford-350-diesel-truck-utility/7299098289.html,Mar 29
49,"$12,995",walnut creek,2008 HONDA ELEMENT SC*MANUAL 5-SPEED*CA VEHICE*WELL SERVICED*,https://sfbay.craigslist.org/eby/ctd/d/walnut-creek-2008-honda-element/7299097965.html,Mar 29
50,"$3,300",San Mateo,Clean title low miles TOYOTA SIENNA,https://sfbay.craigslist.org/pen/cto/d/san-mateo-clean-title-low-miles-toyota/7299096770.html,Mar 29
51,"$3,000",OAKLAND,2000 HONDA ODYSSEY VAN,https://sfbay.craigslist.org/sfc/cto/d/san-carlos-2000-honda-odyssey-van/7299096663.html,Mar 29
52,"$9,995",brentwood / oakley,2005 Chevrolet Uplander Entervan(Wheelchair ramp) ONLY 67K Miles!!!!,https://sfbay.craigslist.org/eby/ctd/d/brentwood-2005-chevrolet-uplander/7299096600.html,Mar 29
53,"$7,200",san jose west,2005 Acura TL Fully Loaded,https://sfbay.craigslist.org/sby/cto/d/san-jose-2005-acura-tl-fully-loaded/7299096361.html,Mar 29
54,"$6,500",redwood city,2010 Honda Civic 4DR LX -,https://sfbay.craigslist.org/pen/cto/d/redwood-city-2010-honda-civic-4dr-lx/7299096303.html,Mar 29
55,"$6,999",san jose north,2010 Toyota Prius Hybrid Navigation Solar Moon Roof Gas Saver,https://sfbay.craigslist.org/sby/ctd/d/2010-toyota-prius-hybrid-navigation/7299096100.html,Mar 29
56,"$4,500",santa cruz,2004 mercedes,https://sfbay.craigslist.org/scz/cto/d/santa-cruz-2004-mercedes/7299094787.html,Mar 29
57,"$19,999",*2015* *Ford* *Escape* *FWD* *4dr* *Titanium*,2015 Ford Escape FWD 4dr Titanium,https://sfbay.craigslist.org/sfc/ctd/d/modesto-2015-ford-escape-fwd-4dr/7299094348.html,Mar 29
58,"$13,999",*2013* *HONDA* *ACCORD* *SDN* *4DR* *V6* *AUTO* *EX-L*,2013 Honda Accord Sdn 4dr V6 Auto EX-L,https://sfbay.craigslist.org/sfc/ctd/d/modesto-2013-honda-accord-sdn-4dr-v6/7299094293.html,Mar 29
59,"$11,999",*2016* *Chevrolet* *Malibu* *Limited* *4dr* *Sdn* *LT*,2016 Chevrolet Malibu Limited 4dr Sdn LT,https://sfbay.craigslist.org/sfc/ctd/d/modesto-2016-chevrolet-malibu-limited/7299094221.html,Mar 29
60,"$14,499",*2018* *Nissan* *Rogue* *Sport* *FWD* *S*,2018 Nissan Rogue Sport FWD S,https://sfbay.craigslist.org/sfc/ctd/d/modesto-2018-nissan-rogue-sport-fwd/7299094171.html,Mar 29
61,"$27,900",downtown / civic / van ness,2016 BMW X5 M sport excellent condition,https://sfbay.craigslist.org/sfc/cto/d/san-francisco-2016-bmw-x5-sport/7299094021.html,Mar 29
62,"$4,000",brentwood / oakley,2007 Mercedes Benz ml350 4matic,https://sfbay.craigslist.org/eby/cto/d/antioch-2007-mercedes-benz-ml350-4matic/7299093537.html,Mar 29
63,"$10,888",san jose west,2015 NISSAN ALTIMA 2.5 S*SPECIAL EDITION*NO CREDIT?!NO PROBLEM!!!!!!!!,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2015-nissan-altima-25-sspecial/7299093352.html,Mar 29
64,"$10,200",berkeley,2012 Honda Pilot EX L SUV 4D,https://sfbay.craigslist.org/eby/cto/d/berkeley-2012-honda-pilot-ex-suv-4d/7299093188.html,Mar 29
65,"$17,000",dublin / pleasanton / livermore,2019 Ford Fusion SE FWD,https://sfbay.craigslist.org/eby/cto/d/pleasanton-2019-ford-fusion-se-fwd/7299093123.html,Mar 29
66,"$6,999",N/A,2008 Honda CR-V EX-L Navi Backup Leather,https://sfbay.craigslist.org/eby/ctd/d/fremont-2008-honda-cr-ex-navi-backup/7299091333.html,Mar 29
67,"$6,000",brentwood / oakley,Super cute 2006 Mini Cooper,https://sfbay.craigslist.org/eby/cto/d/brentwood-super-cute-2006-mini-cooper/7299090782.html,Mar 29
68,"$25,695",campbell,Land Rover Discovery 2016,https://sfbay.craigslist.org/sby/cto/d/san-jose-land-rover-discovery-2016/7299090598.html,Mar 29
69,"$9,700",Rohnert Park,2008 Ford F-350 Super Duty Turbo Diesel,https://sfbay.craigslist.org/nby/cto/d/rohnert-park-2008-ford-350-super-duty/7299090378.html,Mar 29
70,"$6,500",dublin / pleasanton / livermore,2012 Honda Civic Ex (Clean Title),https://sfbay.craigslist.org/eby/cto/d/pleasanton-2012-honda-civic-ex-clean/7299090315.html,Mar 29
71,"$6,400",sunnyvale,2009 Subaru Impreza,https://sfbay.craigslist.org/sby/cto/d/sunnyvale-2009-subaru-impreza/7299090166.html,Mar 29
72,"$24,125",aptos,2015 Toyota Highlander Limited AWD,https://sfbay.craigslist.org/scz/cto/d/aptos-2015-toyota-highlander-limited-awd/7299090084.html,Mar 29
73,"$13,000",novato,2013 Honda Accord LX - CLEAN,https://sfbay.craigslist.org/nby/cto/d/novato-2013-honda-accord-lx-clean/7299090055.html,Mar 29
74,"$4,300",healdsburg / windsor,2005 Honda Accord LX 4 door,https://sfbay.craigslist.org/nby/cto/d/cloverdale-2005-honda-accord-lx-door/7299089792.html,Mar 29
75,"$16,888",san jose west,2014 LEXUS IS250 IS 250*MANY EXTRA*SPECIAL FINANCING AVAILABLE*CALL US,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2014-lexus-is250-is-250many/7299089470.html,Mar 29
76,"$8,500",san jose downtown,Subaru Forester 2011,https://sfbay.craigslist.org/sby/cto/d/san-jose-subaru-forester-2011/7299088061.html,Mar 29
77,"$25,995",N/A,2008 Chevrolet Corvette - Financing Available!,https://sfbay.craigslist.org/eby/ctd/d/san-jose-2008-chevrolet-corvette/7299087564.html,Mar 29
78,"$23,995",N/A,2006 Chevrolet Corvette - Financing Available!,https://sfbay.craigslist.org/eby/ctd/d/san-jose-2006-chevrolet-corvette/7299087497.html,Mar 29
79,"$5,950",redwood city,2005 SUBARU LEGACY OUTBACK 2.5 XT LIMITED 1 OWNER CLEAN TITLE,https://sfbay.craigslist.org/pen/ctd/d/redwood-city-2005-subaru-legacy-outback/7299087016.html,Mar 29
80,"$11,980",San Jose,2014 Volkswagen Beetle 2.5L Hatchback 2D hatchback Black,https://sfbay.craigslist.org/sby/cto/d/san-jose-2014-volkswagen-beetle-25l/7299086897.html,Mar 29
81,"$3,800",campbell,2012 Nissan Versa SV low mileage clean title,https://sfbay.craigslist.org/sby/cto/d/san-jose-2012-nissan-versa-sv-low/7299085420.html,Mar 29
82,"$10,888",san jose west,"2016 FORD FUSION*EXTRA CLEAN*WE FINANCE EVERYONE*NO CREDIT, BAD CREDIT",https://sfbay.craigslist.org/sby/ctd/d/san-jose-2016-ford-fusionextra-cleanwe/7299085400.html,Mar 29
83,"$9,999",santa clara,"2006 Toyota RAV4  V6--Limited Edition --Third Row Seat--95,000 Miles",https://sfbay.craigslist.org/sby/cto/d/san-jose-2006-toyota-rav4-v6-limited/7299085318.html,Mar 29
84,"$16,900",saratoga,2007 Lexus GX470__4X4__3rd Row Seat__6500 Ibs Tow Capacity__Perfect Co,https://sfbay.craigslist.org/sby/cto/d/san-jose-2007-lexus-gx4704x43rd-row/7299083656.html,Mar 29
85,"$5,800",san jose downtown,2008 TOYOTA PRIUS 122K Clean Title Run Good Smog Pass,https://sfbay.craigslist.org/sby/cto/d/san-jose-2008-toyota-prius-122k-clean/7299083645.html,Mar 29
86,"$25,997",Sacramento,"2009 Mercedes-Benz S63 AMG 6.2L V8 - PANORAMIC ROOF - HEATED, COOLED & M",https://sfbay.craigslist.org/sfc/ctd/d/sacramento-2009-mercedes-benz-s63-amg/7299083367.html,Mar 29
87,"$10,900",N/A,2015 Hyundai Sonata SE,https://sfbay.craigslist.org/eby/ctd/d/fremont-2015-hyundai-sonata-se/7299083342.html,Mar 29
88,"$7,000",santa cruz,2008 BMW 328i,https://sfbay.craigslist.org/scz/cto/d/watsonville-2008-bmw-328i/7299083263.html,Mar 29
89,"$39,000",dublin / pleasanton / livermore,2015 Audi RS5,https://sfbay.craigslist.org/eby/cto/d/pleasanton-2015-audi-rs5/7299082149.html,Mar 29
90,"$4,400",N/A,2004 MINI Cooper Hardtop,https://sfbay.craigslist.org/sfc/cto/d/fremont-2004-mini-cooper-hardtop/7299081948.html,Mar 29
91,"$12,500",napa county,2003 Toyota Tacoma 4x4,https://sfbay.craigslist.org/nby/cto/d/napa-2003-toyota-tacoma-4x4/7299081838.html,Mar 29
92,"$6,500",san jose south,Chevrolet Spark 2013,https://sfbay.craigslist.org/sby/cto/d/san-jose-chevrolet-spark-2013/7299081616.html,Mar 29
93,"$39,999",los gatos,2017 LEXUS RX 450H Hybrid_AWD_32K Miles_Fully Loaded_Extended Warranty,https://sfbay.craigslist.org/sby/cto/d/los-altos-2017-lexus-rx-450h/7299080309.html,Mar 29
94,"$12,999",san jose south,2006 Toyota Tacoma 4X4-Extended Cab---Diff Lock---Excellent Condition,https://sfbay.craigslist.org/sby/cto/d/san-jose-2006-toyota-tacoma-4x4/7299079615.html,Mar 29
95,"$9,900",los altos,2013 Honda Civic Coupe,https://sfbay.craigslist.org/pen/cto/d/los-altos-2013-honda-civic-coupe/7299078405.html,Mar 29
96,"$21,500",napa county,2020 Honda CR-V EX,https://sfbay.craigslist.org/nby/cto/d/napa-2020-honda-cr-ex/7299078165.html,Mar 29
97,"$4,000",brentwood / oakley,Honda Odyssey,https://sfbay.craigslist.org/eby/cto/d/knightsen-honda-odyssey/7299078102.html,Mar 29
98,"$1,800",sebastopol,Honda Odyssey,https://sfbay.craigslist.org/nby/cto/d/sebastopol-honda-odyssey/7299077607.html,Mar 29
99,"$2,800",san jose downtown,2014 TOYOTA PRIUS C 243K Clean Title 1-Owner Run Good Smog Pass,https://sfbay.craigslist.org/sby/cto/d/san-jose-2014-toyota-prius-243k-clean/7299077411.html,Mar 29
100,"$6,500",san leandro,PPV Tahoe police,https://sfbay.craigslist.org/eby/cto/d/san-leandro-ppv-tahoe-police/7299077303.html,Mar 29
101,"$6,500",dublin / pleasanton / livermore,**2008 Mercedes-Benz E Class E350**,https://sfbay.craigslist.org/eby/cto/d/dublin-2008-mercedes-benz-class-e350/7299077171.html,Mar 29
102,"$23,000",brentwood / oakley,2003 f350 powerstroke,https://sfbay.craigslist.org/eby/cto/d/knightsen-2003-f350-powerstroke/7299076610.html,Mar 29
103,"$1,700",aptos,2009 Ford Focus,https://sfbay.craigslist.org/scz/cto/d/aptos-2009-ford-focus/7299075572.html,Mar 29
104,"$26,500",napa county,2018 Honda Ridgeline 4x4,https://sfbay.craigslist.org/nby/cto/d/napa-2018-honda-ridgeline-4x4/7299075190.html,Mar 29
105,"$6,600",san jose downtown,2012 Toyota Prius C package Four IV Hatchback- 1 OWNER- CLEAN TITLE,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2012-toyota-prius-package-four/7299075122.html,Mar 29
106,"$6,980",san jose downtown,2012 Volkswagen Tiguan S with CLEAN CARFAX and FREE WARRANTY,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2012-volkswagen-tiguan-with/7299074953.html,Mar 29
107,"$4,980",san jose downtown,2006 Scion xA Hatchback 1.5L I4- CLEAN CARFAX - FREE WARRANTY,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2006-scion-xa-hatchback-15l-i4/7299074775.html,Mar 29
108,"$7,500",N/A,2003 Chevrolet S-10 LS Xtreme 3dr Extended Cab LS Xtreme,https://sfbay.craigslist.org/eby/ctd/d/fremont-2003-chevrolet-10-ls-xtreme-3dr/7299074679.html,Mar 29
109,"$4,980",san jose downtown,2006 Volvo S40 2.4i CLEAN CARFAX- FREE WARRANTY,https://sfbay.craigslist.org/sby/cto/d/san-jose-2006-volvo-s40-24i-clean/7299074516.html,Mar 29
110,"$6,980",san jose downtown,2013 Honda Fit Hatchback- manual transmission -CLEAN TITLE- w/WARRANTY,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2013-honda-fit-hatchback/7299074128.html,Mar 29
111,"$5,980",san jose downtown,2002 Toyota Sienna LE - 1 OWNER-CLEAN CARFAX-CLEAN TITLE-FREE WARRANTY,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2002-toyota-sienna-le-owner/7299073825.html,Mar 29
112,"$13,999",Santa Rosa,2014 Mercedes Benz C Class C250,https://sfbay.craigslist.org/nby/cto/d/santa-rosa-2014-mercedes-benz-class-c250/7299073595.html,Mar 29
113,"$4,100",dublin / pleasanton / livermore,Clean,https://sfbay.craigslist.org/eby/cto/d/livermore-clean/7299073511.html,Mar 29
114,"$4,900",richmond / seacliff,2013 Nissan Leaf S with fast charge - $4900 OBO,https://sfbay.craigslist.org/sfc/cto/d/san-francisco-2013-nissan-leaf-with/7299072039.html,Mar 29
115,"$14,500",Santa Clara,2013 Lexus CT200h Premium - 64k miles,https://sfbay.craigslist.org/pen/cto/d/santa-clara-2013-lexus-ct200h-premium/7299071782.html,Mar 29
116,"$30,552",N/A,2019 BMW 5 Series - Financing Available!,https://sfbay.craigslist.org/eby/ctd/d/west-sacramento-2019-bmw-series/7299071787.html,Mar 29
117,"$15,991",berkeley,2018 *Honda HR-V* SUV LX - Honda BLACK,https://sfbay.craigslist.org/eby/ctd/d/berkeley-2018-honda-hr-suv-lx-honda/7299070809.html,Mar 29
118,"$25,000",santa rosa,2015 Mercedes GL350 Bluetec,https://sfbay.craigslist.org/nby/cto/d/big-oak-flat-2015-mercedes-gl350-bluetec/7299070647.html,Mar 29
119,"$9,800",N/A,2014 chevy express v6 cargo van fully loaded cold ac,https://sfbay.craigslist.org/eby/cto/d/fairfield-2014-chevy-express-v6-cargo/7299070253.html,Mar 29
0,"$9,900",fremont / union city / newark,2004 Lexus GX470,https://sfbay.craigslist.org/eby/cto/d/fremont-2004-lexus-gx470/7299069888.html,Mar 29
1,"$5,500",fremont / union city / newark,BMW X5 (e70),https://sfbay.craigslist.org/eby/cto/d/newark-bmw-x5-e70/7299069011.html,Mar 29
2,"$7,000",Mountain View,2011 Honda Civic Sedan,https://sfbay.craigslist.org/pen/cto/d/mountain-view-2011-honda-civic-sedan/7299068995.html,Mar 29
3,"$8,299",milpitas,2004 Lexus rx330,https://sfbay.craigslist.org/sby/cto/d/milpitas-2004-lexus-rx330/7299068453.html,Mar 29
4,"$2,600",Emeryville,2001 Acura MDX Touring,https://sfbay.craigslist.org/eby/cto/d/emeryville-2001-acura-mdx-touring/7299068441.html,Mar 29
5,"$14,000",N/A,Toyota Corolla Sport,https://sfbay.craigslist.org/sfc/cto/d/fresno-toyota-corolla-sport/7299068353.html,Mar 29
6,"$13,500",sunnyvale,2011 Lexus CT200H,https://sfbay.craigslist.org/sby/cto/d/sunnyvale-2011-lexus-ct200h/7299067752.html,Mar 29
7,"$11,000",fairfield / vacaville,2008 Audi S6 Quattro,https://sfbay.craigslist.org/eby/cto/d/american-canyon-2008-audi-s6-quattro/7299066220.html,Mar 29
8,"$11,400",N/A,2012 Ford F-250,https://sfbay.craigslist.org/eby/cto/d/pleasanton-2012-ford-250/7299065410.html,Mar 29
9,"$36,488",campbell,2014 MERCEDES GL550 AMG PKG--DISGNO PKG--LOADED--AWD-HURRY,https://sfbay.craigslist.org/sby/ctd/d/campbell-2014-mercedes-gl550-amg-pkg/7299065405.html,Mar 29
10,"$8,500",danville / san ramon,"2013 Mazda 3 i Touring Sedan 78,000 miles",https://sfbay.craigslist.org/eby/cto/d/danville-2013-mazda-i-touring-sedan/7299063837.html,Mar 29
11,"$5,500",santa rosa,2001 hond cr-v,https://sfbay.craigslist.org/nby/cto/d/santa-rosa-2001-hond-cr/7299063236.html,Mar 29
12,"$11,900",brentwood / oakley,2004 Toyota 4Runner SR5 V8 4x4/AWD *180K Miles * Super Clean,https://sfbay.craigslist.org/eby/cto/d/knightsen-2004-toyota-4runner-sr5-v8/7299062993.html,Mar 29
13,"$1,800",san jose downtown,Mechanic Special 2010 MINI COOPER Clean Title 139K,https://sfbay.craigslist.org/sby/cto/d/san-jose-mechanic-special-2010-mini/7299062868.html,Mar 29
14,"$17,000",cupertino,2016 Acura ILX Premium and A-SPEC Packages 4dr Sedan (2.4L 4cyl 8AM),https://sfbay.craigslist.org/sby/cto/d/sunnyvale-2016-acura-ilx-premium-and/7299062662.html,Mar 29
15,"$15,900",nob hill,2015 BMW 328i,https://sfbay.craigslist.org/sfc/cto/d/san-francisco-2015-bmw-328i/7299062030.html,Mar 29
16,"$5,999",~ Mazda Mazda6,2012 Mazda Mazda6 4dr Sdn Auto i Touring,https://sfbay.craigslist.org/sfc/ctd/d/salinas-2012-mazda-mazda6-4dr-sdn-auto/7299061614.html,Mar 29
17,"$10,500",dublin / pleasanton / livermore,2013 Honda Accord EX-L Sedan - Under Warranty,https://sfbay.craigslist.org/eby/cto/d/dublin-2013-honda-accord-ex-sedan-under/7299061551.html,Mar 29
18,"$4,000",Elsobrante Richmond Hercules Pinole,2006 acura mdx,https://sfbay.craigslist.org/eby/cto/d/el-sobrante-2006-acura-mdx/7299061542.html,Mar 29
19,"$14,500",Santa Rosa,2014 F150 XL 2wd,https://sfbay.craigslist.org/nby/cto/d/santa-rosa-2014-f150-xl-2wd/7299061273.html,Mar 29
20,"$23,999",+ Car Time,2017 Ford Mustang V6 2dr Fastback,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2017-ford-mustang-v6-2dr/7299060089.html,Mar 29
21,"$5,900",santa clara,2006 Toyota Prius low miles  excellent condition,https://sfbay.craigslist.org/sby/cto/d/san-jose-2006-toyota-prius-low-miles/7299059975.html,Mar 29
22,"$14,200",San Jose,2006 Ford F350 4WD CrewCab 4dr Lariat Diesel Leather First owner,https://sfbay.craigslist.org/sby/cto/d/san-jose-2006-ford-f350-4wd-crewcab-4dr/7299059754.html,Mar 29
